setID	setSize	setScore	setP	setQ	setName	setID.orig
1329	19	18.8899554483426	0.327883605819709	0.932258262067923	 RNA Polymerase III Transcription Initiation From Type 2 Promoter 	1327445
539	18	26.1715622416096	0.343632818359082	0.932258262067923	 Cell-Cell communication 	1326655
147	62	68.3697866671822	0.348782560871956	0.932258262067923	 Protein processing in endoplasmic reticulum 	167307
971	10	11.858385161986	0.353482325883706	0.932258262067923	 Aquaporin-mediated transport 	1327087
467	19	23.232879877652	0.368681565921704	0.932258262067923	 Peptide hormone metabolism 	1326583
51	11	14.0795381102269	0.376581170941453	0.932258262067923	 Glycerophospholipid metabolism 	83573
82	13	19.4331455379252	0.378331083445828	0.932258262067923	 ABC transporters 	83615
330	10	11.6139443969427	0.379331033448328	0.932258262067923	 Monoamine GPCRs 	921043
49	16	19.5797781943922	0.379631018449078	0.932258262067923	 Inositol phosphate metabolism 	83571
812	12	15.045404744961	0.380030998450077	0.932258262067923	 Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer 	1326928
793	42	58.0380737206374	0.381230938453077	0.932258262067923	 Rho GTPase cycle 	1326909
445	31	35.7866771271661	0.395580220988951	0.94196538064052	 COPI-mediated anterograde transport 	1326561
919	11	14.6744917779453	0.408729563521824	0.94196538064052	 Hedgehog 'on' state 	1327035
1661	13	15.3515132814222	0.409429528523574	0.94196538064052	 Homology Directed Repair *	1327777
1277	21	26.2898859188728	0.412729363531823	0.94196538064052	 Semaphorin interactions 	1327393
152	17	18.282444120826	0.413279336033198	0.94196538064052	 canonical wnt - zebrafish 	198928
559	15	17.9004726551211	0.428928553572321	0.95979899062912	 Cargo trafficking to the periciliary membrane 	1326675
184	12	13.9482371797218	0.448027598620069	0.974816134167957	 mRNA processing 	198960
16	68	53.9998657050411	0.449477526123694	0.974816134167957	 Oxidative phosphorylation 	83530
202	14	15.0785178707148	0.468026598670067	0.976670278931531	 Salmonella infection 	375166
572	18	20.1667700762841	0.472026398680066	0.976670278931531	 Neurotransmitter Release Cycle 	1326688
1300	11	12.1801104736154	0.473176341182941	0.976670278931531	 EPH-ephrin mediated repulsion of cells 	1327416
128	12	16.6174232865875	0.501849815018498	0.976670278931531	 Adherens junction 	119268
129	25	28.4416855597409	0.507649235076492	0.976670278931531	 Tight junction 	119269
627	14	15.4590885534976	0.508949105089491	0.976670278931531	 Inwardly rectifying K+ channels 	1326743
1612	12	14.5820546529106	0.516448355164484	0.976670278931531	 Interferon Signaling 	1327728
39	13	14.4727126112954	0.535246475352465	0.976670278931531	 N-Glycan biosynthesis 	83559
99	11	10.830983554556	0.555744425557444	0.976670278931531	 p53 signaling pathway 	83632
1184	35	36.6875762388254	0.559344065593441	0.976670278931531	 Metabolism of water-soluble vitamins and cofactors 	1327300
517	12	13.5213187671962	0.55974402559744	0.976670278931531	 Basigin interactions 	1326633
96	50	62.5406402237242	0.568643135686431	0.976670278931531	 Calcium signaling pathway 	83629
163	13	15.081307677537	0.576342365763424	0.976670278931531	 Delta-Notch Signaling Pathway 	198939
43	11	11.3208651239438	0.580641935806419	0.976670278931531	 Amino sugar and nucleotide sugar metabolism 	83563
454	13	13.7893108490668	0.585541445855414	0.976670278931531	 O-linked glycosylation of mucins 	1326570
85	18	17.3034267985912	0.593540645935406	0.976670278931531	 Basal transcription factors 	83618
120	28	25.2622557071718	0.593940605939406	0.976670278931531	 Cytokine-cytokine receptor interaction 	119260
139	24	24.5911208405872	0.602339766023398	0.976670278931531	 Spliceosome 	125108
1172	23	22.8174391085572	0.611738826117388	0.976670278931531	 Metabolism of nucleotides 	1327288
950	25	27.3133447841327	0.637236276372363	0.976670278931531	 Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds 	1327066
983	24	24.9427832844691	0.639036096390361	0.976670278931531	 Vesicle-mediated transport 	1327099
398	41	36.2156362078041	0.63993600639936	0.976670278931531	 Metabolism of proteins 	1326514
191	12	11.6582237028111	0.64953504649535	0.976670278931531	 Calcium Regulation in the Cardiac Cell 	198967
1047	39	38.6383086167601	0.663433656634337	0.976670278931531	 Metabolism of lipids and lipoproteins 	1327163
192	12	12.9298065858806	0.665633436656334	0.976670278931531	 Androgen Receptor Signaling Pathway 	198968
792	10	12.1075038070041	0.669333066693331	0.976670278931531	 Signaling by Rho GTPases 	1326908
100	50	53.9960237707932	0.676332366763324	0.976670278931531	 Ubiquitin mediated proteolysis 	83633
150	30	30.5156348112084	0.678532146785321	0.976670278931531	 RNA transport 	177807
1345	63	58.7346898005822	0.678932106789321	0.976670278931531	 Processing of Capped Intron-Containing Pre-mRNA *	1327461
295	27	26.9359970472622	0.68953104689531	0.976670278931531	 TNF-alpha NF-kB Signaling Pathway 	921008
144	86	88.4360207864415	0.68963103689631	0.976670278931531	 Metabolic pathways 	132928
1166	14	11.4278045239455	0.70962903709629	0.976670278931531	 Respiratory electron transport 	1327282
155	11	8.72428397236389	0.712728727127287	0.976670278931531	 BMP signaling pathway 	198931
1056	15	16.6940768884873	0.716128387161284	0.976670278931531	 Fatty acid, triacylglycerol, and ketone body metabolism 	1327172
857	10	9.03227754142706	0.723627637236276	0.976670278931531	 G alpha (s) signalling events 	1326973
125	10	11.5844065932514	0.725327467253275	0.976670278931531	 Focal adhesion 	119265
107	11	11.1502492432143	0.728727127287271	0.976670278931531	 Hedgehog signaling pathway 	83640
18	11	11.4759941595696	0.735026497350265	0.976670278931531	 Purine metabolism 	83532
538	25	21.8879857473597	0.748225177482252	0.976670278931531	 Macroautophagy 	1326654
19	32	28.9503088397799	0.74962503749625	0.976670278931531	 Pyrimidine metabolism 	83533
116	10	10.508676877459	0.751724827517248	0.976670278931531	 RNA degradation 	117237
143	35	32.0102845046054	0.752224777522248	0.976670278931531	 Peroxisome 	131212
482	11	12.1627011354009	0.763023697630237	0.976670278931531	 Hemostasis 	1326598
169	10	9.37436406613754	0.766123387661234	0.976670278931531	 MAPK signaling pathway 	198945
520	10	7.71144464611305	0.773422657734227	0.976670278931531	 Cellular responses to stress 	1326636
1363	23	23.8341218468635	0.778422157784222	0.976670278931531	 Deadenylation-dependent mRNA decay 	1327479
492	14	13.3802754586167	0.780521947805219	0.976670278931531	 Platelet activation, signaling and aggregation 	1326608
943	10	9.86120616998475	0.785721427857214	0.976670278931531	 Amino acid transport across the plasma membrane 	1327059
105	16	15.5340918604165	0.787021297870213	0.976670278931531	 Wnt signaling pathway 	83638
1508	59	65.1171604452244	0.797820217978202	0.976670278931531	 Immune System 	1327624
1312	14	12.15016525182	0.800819918008199	0.976670278931531	 Generic Transcription Pathway 	1327428
590	18	19.3732766879659	0.804519548045195	0.976670278931531	 Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell 	1326706
1200	35	31.1143061188723	0.805919408059194	0.976670278931531	 Metabolism of amino acids and derivatives 	1327316
551	16	15.3174650060091	0.822017798220178	0.983042903502489	 Organelle biogenesis and maintenance 	1326667
310	15	14.4176654603514	0.84011598840116	0.983042903502489	 TGF-beta Receptor Signaling Pathway 	921023
1390	18	17.1558832578102	0.842815718428157	0.983042903502489	 Cell Cycle 	1327506
1455	15	14.8431636851453	0.845215478452155	0.983042903502489	 M Phase 	1327571
1008	19	13.9810118357728	0.862113788621138	0.983042903502489	 Metabolism 	1327124
881	12	13.245539130068	0.864713528647135	0.983042903502489	 TCF dependent signaling in response to WNT 	1326997
114	40	38.0821905104713	0.872312768723128	0.983042903502489	 Endocytosis 	102262
1634	16	16.2201817481272	0.873112688731127	0.983042903502489	 DNA Repair 	1327750
1318	10	7.15361951391682	0.888411158884112	0.984075252089749	 RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription 	1327434
1370	12	9.00387650150351	0.902509749025098	0.984075252089749	 Gene Silencing by RNA 	1327486
94	14	13.8457535884086	0.913308669133087	0.984075252089749	 MAPK signaling pathway 	83627
151	10	9.36181631857784	0.922807719228077	0.984075252089749	 mRNA surveillance pathway 	193312
1314	18	14.7598034221519	0.92970702929707	0.984075252089749	 Nuclear Receptor transcription pathway 	1327430
651	43	46.134950459571	0.941605839416058	0.984075252089749	 Signal Transduction 	1326767
827	11	7.06076030982846	0.945005499450055	0.984075252089749	 GPCR ligand binding 	1326943
121	20	18.1471547754494	0.946105389461054	0.984075252089749	 Neuroactive ligand-receptor interaction 	119261
288	10	7.44084460178351	0.947705229477052	0.984075252089749	 Adrenergic signaling in cardiomyocytes 	908262
934	17	17.548704817191	0.952904709529047	0.984075252089749	 SLC-mediated transmembrane transport 	1327050
858	31	25.1904222438656	0.961003899610039	0.984297708838665	 G alpha (i) signalling events 	1326974
1311	18	15.6424854757893	0.982401759824018	0.994817523627721	 Gene Expression 	1327427
624	17	13.7707648294614	0.993500649935007	0.994924415966798	 Potassium Channels 	1326740
567	18	13.7707648294614	0.996200379962004	0.994924415966798	 Neuronal System 	1326683
